track_name;id;album_name;artist_name;popularity;decade;genre;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;uri;track_href;analysis_url;duration_ms;time_signature
Secreto;1svaodelyBkOa3WPaKbHPL;Volve Finde;Anuel AA;2;2020;['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'];0.807;0.803;11;-4.156;1;0.126;0.6;0.0085;0.136;0.706;91.982;audio_features;spotify:track:1svaodelyBkOa3WPaKbHPL;https://api.spotify.com/v1/tracks/1svaodelyBkOa3WPaKbHPL;https://api.spotify.com/v1/audio-analysis/1svaodelyBkOa3WPaKbHPL;258800;4
Secreto;24CJjZYdhJe7bj6Knvl48r;Latin Summer Party;Anuel AA;0;2020;['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'];0.807;0.803;11;-4.156;1;0.126;0.6;0.0085;0.136;0.706;91.982;audio_features;spotify:track:24CJjZYdhJe7bj6Knvl48r;https://api.spotify.com/v1/tracks/24CJjZYdhJe7bj6Knvl48r;https://api.spotify.com/v1/audio-analysis/24CJjZYdhJe7bj6Knvl48r;258800;4
Secreto;5YJ4syriClVbV8vGau8sy8;Perreo Pegado;Anuel AA;0;2020;['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino'];0.807;0.803;11;-4.156;1;0.126;0.6;0.0085;0.136;0.706;91.982;audio_features;spotify:track:5YJ4syriClVbV8vGau8sy8;https://api.spotify.com/v1/tracks/5YJ4syriClVbV8vGau8sy8;https://api.spotify.com/v1/audio-analysis/5YJ4syriClVbV8vGau8sy8;258800;4
P2;3kW4z2pIj5VY5fLjBrMRL5;Eternal Atake;Lil Uzi Vert;75;2020;['melodic rap', 'philly rap', 'rap', 'trap'];0.775;0.72;11;-5.353;0;0.193;0.0236;0.0;0.114;0.49;155.086;audio_features;spotify:track:3kW4z2pIj5VY5fLjBrMRL5;https://api.spotify.com/v1/tracks/3kW4z2pIj5VY5fLjBrMRL5;https://api.spotify.com/v1/audio-analysis/3kW4z2pIj5VY5fLjBrMRL5;234627;4
Minimum Wage;4ijajhHtBsOn91S4dgkhu7;Minimum Wage;Blake Shelton;72;2020;['contemporary country', 'country', 'country road', 'oklahoma country'];0.546;0.934;4;-3.796;1;0.0643;0.00187;0.0;0.062;0.775;89.972;audio_features;spotify:track:4ijajhHtBsOn91S4dgkhu7;https://api.spotify.com/v1/tracks/4ijajhHtBsOn91S4dgkhu7;https://api.spotify.com/v1/audio-analysis/4ijajhHtBsOn91S4dgkhu7;228187;4
Relación - Remix;35UUpTmrcFXNIVIN26ujXl;Relación (Remix);Sech;83;2020;[];0.793;0.771;5;-3.417;1;0.0959;0.0337;1.51e-06;0.284;0.835;171.943;audio_features;spotify:track:35UUpTmrcFXNIVIN26ujXl;https://api.spotify.com/v1/tracks/35UUpTmrcFXNIVIN26ujXl;https://api.spotify.com/v1/audio-analysis/35UUpTmrcFXNIVIN26ujXl;247308;4
Diva (feat. Lil Tecca);7gVwgc8b3XnO87TpmXXFA5;Diva (feat. Lil Tecca);The Kid LAROI;76;2020;['australian hip hop'];0.686;0.703;6;-6.141;0;0.0606;0.00728;0.0;0.0946;0.457;144.902;audio_features;spotify:track:7gVwgc8b3XnO87TpmXXFA5;https://api.spotify.com/v1/tracks/7gVwgc8b3XnO87TpmXXFA5;https://api.spotify.com/v1/audio-analysis/7gVwgc8b3XnO87TpmXXFA5;172005;4
Dangerous;1MX19fnaW1OUQoglWTYaOo;Dangerous: The Double Album;Morgan Wallen;72;2020;['contemporary country'];0.635;0.772;7;-4.825;1;0.0279;0.216;0.0;0.285;0.948;119.017;audio_features;spotify:track:1MX19fnaW1OUQoglWTYaOo;https://api.spotify.com/v1/tracks/1MX19fnaW1OUQoglWTYaOo;https://api.spotify.com/v1/audio-analysis/1MX19fnaW1OUQoglWTYaOo;147893;4
Said Sum;3sKz6Sd72K0ofPWcJPPk6H;Code Red;Moneybagg Yo;72;2020;['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap'];0.929;0.667;8;-6.789;0;0.353;0.0185;0.0;0.1;0.274;126.998;audio_features;spotify:track:3sKz6Sd72K0ofPWcJPPk6H;https://api.spotify.com/v1/tracks/3sKz6Sd72K0ofPWcJPPk6H;https://api.spotify.com/v1/audio-analysis/3sKz6Sd72K0ofPWcJPPk6H;155168;4
What A Man Gotta Do;4wNIkl5XGiAACjFBlDWuSd;What A Man Gotta Do;Jonas Brothers;79;2020;['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop'];0.852;0.698;9;-7.206;1;0.0629;0.00839;1.03e-06;0.0773;0.324;113.039;audio_features;spotify:track:4wNIkl5XGiAACjFBlDWuSd;https://api.spotify.com/v1/tracks/4wNIkl5XGiAACjFBlDWuSd;https://api.spotify.com/v1/audio-analysis/4wNIkl5XGiAACjFBlDWuSd;180645;4
Lasting Lover;0DmAvNCAK08oCi7miSZUIY;Lasting Lover;Sigala;82;2020;['dance pop', 'edm', 'pop', 'pop dance', 'tropical house'];0.676;0.786;1;-4.529;1;0.0478;0.197;0.0;0.0943;0.483;125.983;audio_features;spotify:track:0DmAvNCAK08oCi7miSZUIY;https://api.spotify.com/v1/tracks/0DmAvNCAK08oCi7miSZUIY;https://api.spotify.com/v1/audio-analysis/0DmAvNCAK08oCi7miSZUIY;218359;4
Finesse Out The Gang Way (feat. Lil Baby);15bnyEOUVRkwWlxR4F7xzF;The Voice (Deluxe);Lil Durk;74;2020;[];0.738;0.885;1;-4.159;0;0.126;0.213;0.0;0.098;0.49;100.508;audio_features;spotify:track:15bnyEOUVRkwWlxR4F7xzF;https://api.spotify.com/v1/tracks/15bnyEOUVRkwWlxR4F7xzF;https://api.spotify.com/v1/audio-analysis/15bnyEOUVRkwWlxR4F7xzF;186283;3
What Other People Say;2h9TDNEXRhcDIV3fsoEVq9;What Other People Say;Sam Fischer;81;2020;['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop'];0.652;0.472;7;-8.084;1;0.0399;0.158;0.0;0.121;0.24;126.904;audio_features;spotify:track:2h9TDNEXRhcDIV3fsoEVq9;https://api.spotify.com/v1/tracks/2h9TDNEXRhcDIV3fsoEVq9;https://api.spotify.com/v1/audio-analysis/2h9TDNEXRhcDIV3fsoEVq9;194890;4
Girls in the Hood;6WbTTAGKrQtCQvmc5BuYfh;Girls in the Hood;Megan Thee Stallion;74;2020;['houston rap', 'pop', 'pop rap', 'trap queen'];0.821;0.863;6;-3.159;1;0.353;0.00824;0.0;0.0377;0.874;180.013;audio_features;spotify:track:6WbTTAGKrQtCQvmc5BuYfh;https://api.spotify.com/v1/tracks/6WbTTAGKrQtCQvmc5BuYfh;https://api.spotify.com/v1/audio-analysis/6WbTTAGKrQtCQvmc5BuYfh;154324;4
The Way I Loved You (Taylor’s Version);22bPsP2jCgbLUvh82U0Z3M;Fearless (Taylor's Version);Taylor Swift;76;2020;['pop', 'post-teen pop'];0.402;0.732;5;-4.665;1;0.0484;0.0033;0.0;0.108;0.472;161.032;audio_features;spotify:track:22bPsP2jCgbLUvh82U0Z3M;https://api.spotify.com/v1/tracks/22bPsP2jCgbLUvh82U0Z3M;https://api.spotify.com/v1/audio-analysis/22bPsP2jCgbLUvh82U0Z3M;243137;4
How You Like That;4SFknyjLcyTLJFPKD2m96o;THE ALBUM;BLACKPINK;80;2020;['k-pop', 'k-pop girl group'];0.812;0.761;11;-5.222;1;0.0812;0.0465;0.000135;0.0601;0.344;130.032;audio_features;spotify:track:4SFknyjLcyTLJFPKD2m96o;https://api.spotify.com/v1/tracks/4SFknyjLcyTLJFPKD2m96o;https://api.spotify.com/v1/audio-analysis/4SFknyjLcyTLJFPKD2m96o;182956;4
Savage Remix (feat. Beyoncé);5v4GgrXPMghOnBBLmveLac;Savage Remix (feat. Beyoncé);Beyoncé;75;2020;['dance pop', 'pop', 'post-teen pop', 'r&b'];0.822;0.743;10;-4.772;0;0.28;0.016;0.0;0.127;0.636;84.459;audio_features;spotify:track:5v4GgrXPMghOnBBLmveLac;https://api.spotify.com/v1/tracks/5v4GgrXPMghOnBBLmveLac;https://api.spotify.com/v1/audio-analysis/5v4GgrXPMghOnBBLmveLac;242001;4
Need It;6mtjo5kIHKlboGE84lf1FJ;Need It;Migos;74;2020;[];0.852;0.745;11;-3.667;0;0.171;0.0313;0.0;0.0824;0.897;148.007;audio_features;spotify:track:6mtjo5kIHKlboGE84lf1FJ;https://api.spotify.com/v1/tracks/6mtjo5kIHKlboGE84lf1FJ;https://api.spotify.com/v1/audio-analysis/6mtjo5kIHKlboGE84lf1FJ;195681;4
Way Less Sad;4jbtL4tjkqghUvJknUqU1s;Way Less Sad;AJR;70;2020;['modern rock', 'pop rap'];0.701;0.547;2;-8.238;1;0.0483;0.00843;0.0;0.0987;0.4;140.015;audio_features;spotify:track:4jbtL4tjkqghUvJknUqU1s;https://api.spotify.com/v1/tracks/4jbtL4tjkqghUvJknUqU1s;https://api.spotify.com/v1/audio-analysis/4jbtL4tjkqghUvJknUqU1s;206108;4
Wine, Beer, Whiskey;5avVDmK9FVJpd3MDO8I3Zl;Nightfall;Little Big Town;72;2020;['contemporary country', 'country', 'country dawn', 'country road'];0.727;0.914;7;-5.85;1;0.0743;0.617;0.0;0.596;0.784;106.021;audio_features;spotify:track:5avVDmK9FVJpd3MDO8I3Zl;https://api.spotify.com/v1/tracks/5avVDmK9FVJpd3MDO8I3Zl;https://api.spotify.com/v1/audio-analysis/5avVDmK9FVJpd3MDO8I3Zl;196160;4
Kacey Talk;1SF8piqsZWn86DajVKih8F;Top;YoungBoy Never Broke Again;72;2020;['baton rouge rap', 'trap'];0.877;0.607;10;-7.818;0;0.15;0.535;0.0;0.138;0.773;127.055;audio_features;spotify:track:1SF8piqsZWn86DajVKih8F;https://api.spotify.com/v1/tracks/1SF8piqsZWn86DajVKih8F;https://api.spotify.com/v1/audio-analysis/1SF8piqsZWn86DajVKih8F;151249;4
Saturday;3DVQRyBEhnRxz2bYqFNPEI;Saturday;Twenty One Pilots;73;2020;['modern rock', 'rock'];0.687;0.89;8;-5.99;1;0.0344;0.00396;0.000939;0.0436;0.854;113.06;audio_features;spotify:track:3DVQRyBEhnRxz2bYqFNPEI;https://api.spotify.com/v1/tracks/3DVQRyBEhnRxz2bYqFNPEI;https://api.spotify.com/v1/audio-analysis/3DVQRyBEhnRxz2bYqFNPEI;172232;4
Blue World;2hwOoMtWPtTSSn6WHV7Vp5;Circles;Mac Miller;75;2020;['hip hop', 'pittsburgh rap', 'rap'];0.742;0.553;8;-8.98;1;0.419;0.389;0.0;0.0694;0.508;84.931;audio_features;spotify:track:2hwOoMtWPtTSSn6WHV7Vp5;https://api.spotify.com/v1/tracks/2hwOoMtWPtTSSn6WHV7Vp5;https://api.spotify.com/v1/audio-analysis/2hwOoMtWPtTSSn6WHV7Vp5;209440;4
Toosie Slide;127QTOFJsJQp5LbJbu3A1y;Toosie Slide;Drake;80;2020;['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap'];0.834;0.454;1;-9.75;0;0.201;0.321;6.15e-06;0.114;0.837;81.618;audio_features;spotify:track:127QTOFJsJQp5LbJbu3A1y;https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y;https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y;247059;4
Wellerman - Sea Shanty;54OBgO0Xwu20Jak9TMXbR7;Wellerman (Sea Shanty);Nathan Evans;82;2020;[];0.675;0.359;3;-5.157;1;0.108;0.614;0.0;0.137;0.792;191.903;audio_features;spotify:track:54OBgO0Xwu20Jak9TMXbR7;https://api.spotify.com/v1/tracks/54OBgO0Xwu20Jak9TMXbR7;https://api.spotify.com/v1/audio-analysis/54OBgO0Xwu20Jak9TMXbR7;155333;4
Clouded;2J6OF7CkpdQGSfm1wdclqn;Fuck The World;Brent Faiyaz;74;2020;['dmv rap', 'pop', 'r&b', 'rap'];0.583;0.344;2;-8.765;1;0.0559;0.774;0.0;0.143;0.581;65.203;audio_features;spotify:track:2J6OF7CkpdQGSfm1wdclqn;https://api.spotify.com/v1/tracks/2J6OF7CkpdQGSfm1wdclqn;https://api.spotify.com/v1/audio-analysis/2J6OF7CkpdQGSfm1wdclqn;110129;3
9 5 . s o u t h;4GSBObGq3DuiKFlytKBbEw;The Off-Season;J. Cole;74;2020;['conscious hip hop', 'north carolina hip hop', 'rap'];0.622;0.794;7;-4.45;0;0.438;0.228;0.0;0.547;0.216;71.047;audio_features;spotify:track:4GSBObGq3DuiKFlytKBbEw;https://api.spotify.com/v1/tracks/4GSBObGq3DuiKFlytKBbEw;https://api.spotify.com/v1/audio-analysis/4GSBObGq3DuiKFlytKBbEw;196946;4
white tee;6KjkgYu4mjsMVYy4aCzyw6;crybaby;Lil Peep;76;2020;['emo rap', 'lgbtq+ hip hop'];0.798;0.528;11;-8.908;1;0.042;0.293;1e-06;0.0727;0.728;149.995;audio_features;spotify:track:6KjkgYu4mjsMVYy4aCzyw6;https://api.spotify.com/v1/tracks/6KjkgYu4mjsMVYy4aCzyw6;https://api.spotify.com/v1/audio-analysis/6KjkgYu4mjsMVYy4aCzyw6;132227;4
Know Your Worth;0TrPqhAMoaKUFLR7iYDokf;Know Your Worth;Khalid;79;2020;[];0.79;0.694;9;-7.726;0;0.0708;0.145;0.00252;0.281;0.508;103.007;audio_features;spotify:track:0TrPqhAMoaKUFLR7iYDokf;https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf;https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf;181436;4
BICHOTA;7vrJn5hDSXRmdXoR30KgF1;BICHOTA;KAROL G;85;2020;['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino'];0.863;0.666;1;-4.158;0;0.152;0.212;0.000493;0.103;0.838;163.908;audio_features;spotify:track:7vrJn5hDSXRmdXoR30KgF1;https://api.spotify.com/v1/tracks/7vrJn5hDSXRmdXoR30KgF1;https://api.spotify.com/v1/audio-analysis/7vrJn5hDSXRmdXoR30KgF1;178947;4
Fearless (Taylor’s Version);77sMIMlNaSURUAXq5coCxE;Fearless (Taylor's Version);Taylor Swift;76;2020;['pop', 'post-teen pop'];0.569;0.741;5;-4.963;1;0.0282;0.0122;0.0;0.333;0.43;100.118;audio_features;spotify:track:77sMIMlNaSURUAXq5coCxE;https://api.spotify.com/v1/tracks/77sMIMlNaSURUAXq5coCxE;https://api.spotify.com/v1/audio-analysis/77sMIMlNaSURUAXq5coCxE;241592;4
Home Sweet;7xMFk2Vj2hALyMdzHFopJl;Home Sweet;Russell Dickerson;72;2020;['contemporary country', 'country', 'country road', 'modern country rock'];0.58;0.813;11;-5.621;1;0.0414;0.0386;1.44e-06;0.0926;0.473;120.973;audio_features;spotify:track:7xMFk2Vj2hALyMdzHFopJl;https://api.spotify.com/v1/tracks/7xMFk2Vj2hALyMdzHFopJl;https://api.spotify.com/v1/audio-analysis/7xMFk2Vj2hALyMdzHFopJl;205947;4
GNF (OKOKOK);1A8990rtwHQ417l3yADe5t;GNF (OKOKOK);Polo G;73;2020;['chicago rap'];0.753;0.659;8;-9.671;1;0.416;0.659;0.0;0.098;0.459;146.022;audio_features;spotify:track:1A8990rtwHQ417l3yADe5t;https://api.spotify.com/v1/tracks/1A8990rtwHQ417l3yADe5t;https://api.spotify.com/v1/audio-analysis/1A8990rtwHQ417l3yADe5t;116256;4
I Should Probably Go To Bed;5ovVcYo2MvjVydFwFyaaqy;I Should Probably Go To Bed;Dan + Shay;73;2020;['contemporary country', 'country', 'pop'];0.721;0.277;1;-7.128;1;0.0365;0.634;0.0;0.112;0.309;131.935;audio_features;spotify:track:5ovVcYo2MvjVydFwFyaaqy;https://api.spotify.com/v1/tracks/5ovVcYo2MvjVydFwFyaaqy;https://api.spotify.com/v1/audio-analysis/5ovVcYo2MvjVydFwFyaaqy;171827;4
Love Story (Taylor’s Version);3CeCwYWvdfXbZLXFhBrbnf;Love Story (Taylor’s Version);Taylor Swift;78;2020;['pop', 'post-teen pop'];0.626;0.79;2;-4.302;1;0.0311;0.135;3.97e-06;0.0989;0.416;119.082;audio_features;spotify:track:3CeCwYWvdfXbZLXFhBrbnf;https://api.spotify.com/v1/tracks/3CeCwYWvdfXbZLXFhBrbnf;https://api.spotify.com/v1/audio-analysis/3CeCwYWvdfXbZLXFhBrbnf;235767;4
Hymn for the Weekend - Seeb Remix;5qgNz7ZvbidJYsEr96GXao;Nowa elektronika;Coldplay;1;2020;['permanent wave', 'pop'];0.564;0.849;0;-3.516;0;0.0517;0.00868;4.68e-06;0.12;0.427;102.028;audio_features;spotify:track:5qgNz7ZvbidJYsEr96GXao;https://api.spotify.com/v1/tracks/5qgNz7ZvbidJYsEr96GXao;https://api.spotify.com/v1/audio-analysis/5qgNz7ZvbidJYsEr96GXao;212647;4
Hymn for the Weekend - Seeb Remix;6CJsCBGkUhEEqzbELJFEIi;Volume Up - Pop;Coldplay;1;2020;['permanent wave', 'pop'];0.564;0.849;0;-3.516;0;0.0517;0.00868;4.68e-06;0.12;0.427;102.028;audio_features;spotify:track:6CJsCBGkUhEEqzbELJFEIi;https://api.spotify.com/v1/tracks/6CJsCBGkUhEEqzbELJFEIi;https://api.spotify.com/v1/audio-analysis/6CJsCBGkUhEEqzbELJFEIi;212647;4
After School;52CBUrIdyf8tbZaUY9iawE;We play;Weeekly;83;2020;[];0.634;0.928;1;-1.609;1;0.0514;0.00719;2.55e-06;0.0626;0.738;164.007;audio_features;spotify:track:52CBUrIdyf8tbZaUY9iawE;https://api.spotify.com/v1/tracks/52CBUrIdyf8tbZaUY9iawE;https://api.spotify.com/v1/audio-analysis/52CBUrIdyf8tbZaUY9iawE;205373;4
Savage;55CHeLEfn5iJ0IIkgaa4si;Suga;Megan Thee Stallion;77;2020;['houston rap', 'pop', 'pop rap', 'trap queen'];0.843;0.741;11;-5.609;1;0.334;0.0252;0.0;0.096;0.68;168.983;audio_features;spotify:track:55CHeLEfn5iJ0IIkgaa4si;https://api.spotify.com/v1/tracks/55CHeLEfn5iJ0IIkgaa4si;https://api.spotify.com/v1/audio-analysis/55CHeLEfn5iJ0IIkgaa4si;155497;4
the 1;0Jlcvv8IykzHaSmj49uNW8;folklore;Taylor Swift;76;2020;['pop', 'post-teen pop'];0.777;0.357;0;-6.942;1;0.0522;0.757;7.28e-06;0.108;0.172;139.883;audio_features;spotify:track:0Jlcvv8IykzHaSmj49uNW8;https://api.spotify.com/v1/tracks/0Jlcvv8IykzHaSmj49uNW8;https://api.spotify.com/v1/audio-analysis/0Jlcvv8IykzHaSmj49uNW8;210252;4
Breakups;77Bt2DXJE1R1qsnm4D10Ox;Breakups;Seaforth;73;2020;['contemporary country', 'country pop'];0.531;0.552;1;-5.945;1;0.0309;0.436;0.0;0.0786;0.328;74.931;audio_features;spotify:track:77Bt2DXJE1R1qsnm4D10Ox;https://api.spotify.com/v1/tracks/77Bt2DXJE1R1qsnm4D10Ox;https://api.spotify.com/v1/audio-analysis/77Bt2DXJE1R1qsnm4D10Ox;223129;3
Next Girl;4QpWhd7l2NrmGmfw4qGlpa;Next Girl;Carly Pearce;72;2020;['contemporary country', 'country pop'];0.583;0.867;11;-4.17;1;0.0637;0.143;0.0;0.0863;0.962;160.096;audio_features;spotify:track:4QpWhd7l2NrmGmfw4qGlpa;https://api.spotify.com/v1/tracks/4QpWhd7l2NrmGmfw4qGlpa;https://api.spotify.com/v1/audio-analysis/4QpWhd7l2NrmGmfw4qGlpa;164678;4
This Side of Paradise;79EkGysjP2dL5GdpeQjRxT;Color;Coyote Theory;77;2020;[];0.306;0.664;9;-6.07;1;0.0276;0.432;7.5e-06;0.135;0.321;158.283;audio_features;spotify:track:79EkGysjP2dL5GdpeQjRxT;https://api.spotify.com/v1/tracks/79EkGysjP2dL5GdpeQjRxT;https://api.spotify.com/v1/audio-analysis/79EkGysjP2dL5GdpeQjRxT;242010;4
You should be sad;7lidXGPXPYLNThITAOTlkK;Manic;Halsey;77;2020;[];0.591;0.585;2;-6.35;1;0.0277;0.143;0.0;0.109;0.324;110.94;audio_features;spotify:track:7lidXGPXPYLNThITAOTlkK;https://api.spotify.com/v1/tracks/7lidXGPXPYLNThITAOTlkK;https://api.spotify.com/v1/audio-analysis/7lidXGPXPYLNThITAOTlkK;205473;4
when was it over? (feat. Sam Hunt);779UN3kabApm2zfqX549vf;when was it over? (feat. Sam Hunt);Sasha Sloan;75;2020;['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop'];0.626;0.453;7;-9.295;1;0.0306;0.816;1.91e-06;0.0904;0.494;129.958;audio_features;spotify:track:779UN3kabApm2zfqX549vf;https://api.spotify.com/v1/tracks/779UN3kabApm2zfqX549vf;https://api.spotify.com/v1/audio-analysis/779UN3kabApm2zfqX549vf;218093;4
p r i d e . i s . t h e . d e v i l (with Lil Baby);36HEbeiwJ2FkLHgBv0qEfV;The Off-Season;J. Cole;75;2020;['conscious hip hop', 'north carolina hip hop', 'rap'];0.893;0.668;4;-7.926;0;0.361;0.0955;0.0;0.0968;0.293;89.029;audio_features;spotify:track:36HEbeiwJ2FkLHgBv0qEfV;https://api.spotify.com/v1/tracks/36HEbeiwJ2FkLHgBv0qEfV;https://api.spotify.com/v1/audio-analysis/36HEbeiwJ2FkLHgBv0qEfV;218210;4
SO DONE;5psEZhQu6lukjhavJo4AbC;SO DONE;The Kid LAROI;77;2020;['australian hip hop'];0.719;0.598;9;-6.254;1;0.077;0.232;0.0;0.115;0.303;142.592;audio_features;spotify:track:5psEZhQu6lukjhavJo4AbC;https://api.spotify.com/v1/tracks/5psEZhQu6lukjhavJo4AbC;https://api.spotify.com/v1/audio-analysis/5psEZhQu6lukjhavJo4AbC;126521;4
Moon & Stars (feat. Maggie Lindemann);3oGbHF3Kdwf3AsRCbBjUxu;- TRAGEDY +;$NOT;75;2020;['florida rap', 'underground hip hop', 'vapor trap'];0.713;0.47;9;-8.698;1;0.0864;0.606;1.35e-05;0.306;0.0825;84.518;audio_features;spotify:track:3oGbHF3Kdwf3AsRCbBjUxu;https://api.spotify.com/v1/tracks/3oGbHF3Kdwf3AsRCbBjUxu;https://api.spotify.com/v1/audio-analysis/3oGbHF3Kdwf3AsRCbBjUxu;187587;4
Rule #1 (feat. Lil Yachty);2Lr9sAuH6FJooeT0fY1yXB;Die 4 Respect;DDG;73;2020;[];0.938;0.355;1;-7.075;1;0.413;0.0258;0.0;0.118;0.511;134.096;audio_features;spotify:track:2Lr9sAuH6FJooeT0fY1yXB;https://api.spotify.com/v1/tracks/2Lr9sAuH6FJooeT0fY1yXB;https://api.spotify.com/v1/audio-analysis/2Lr9sAuH6FJooeT0fY1yXB;154718;4
Dandelion;4NexTaCZZ7Ehnf03A6SVjt;Dandelion;Galantis;77;2020;['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house'];0.8;0.66;0;-4.903;1;0.158;0.158;0.02;0.14;0.634;117.923;audio_features;spotify:track:4NexTaCZZ7Ehnf03A6SVjt;https://api.spotify.com/v1/tracks/4NexTaCZZ7Ehnf03A6SVjt;https://api.spotify.com/v1/audio-analysis/4NexTaCZZ7Ehnf03A6SVjt;140012;4
Errbody;6eVxH9Kyanzrw636zJRPcw;Errbody;Lil Baby;73;2020;[];0.887;0.606;2;-6.572;1;0.324;0.000407;0.0;0.151;0.272;139.995;audio_features;spotify:track:6eVxH9Kyanzrw636zJRPcw;https://api.spotify.com/v1/tracks/6eVxH9Kyanzrw636zJRPcw;https://api.spotify.com/v1/audio-analysis/6eVxH9Kyanzrw636zJRPcw;210699;4
Bad Energy;7d94IqWX2UmSKMGUYSGFJG;Legends Never Die;Juice WRLD;74;2020;['chicago rap', 'melodic rap'];0.654;0.452;7;-6.36;1;0.0439;0.17;0.0;0.114;0.532;138.034;audio_features;spotify:track:7d94IqWX2UmSKMGUYSGFJG;https://api.spotify.com/v1/tracks/7d94IqWX2UmSKMGUYSGFJG;https://api.spotify.com/v1/audio-analysis/7d94IqWX2UmSKMGUYSGFJG;186749;4
Break My Heart;017PF4Q3l4DBUiWoXk4OWT;Future Nostalgia;Dua Lipa;82;2020;['dance pop', 'pop', 'uk pop'];0.73;0.729;4;-3.434;0;0.0883;0.167;1.39e-06;0.349;0.467;113.013;audio_features;spotify:track:017PF4Q3l4DBUiWoXk4OWT;https://api.spotify.com/v1/tracks/017PF4Q3l4DBUiWoXk4OWT;https://api.spotify.com/v1/audio-analysis/017PF4Q3l4DBUiWoXk4OWT;221820;4
Astronomy;0KmgJyW4GDgonqsoyx0CZ3;Astronomy;Conan Gray;78;2020;['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop'];0.471;0.335;4;-8.767;0;0.0273;0.593;2.11e-05;0.297;0.111;145.252;audio_features;spotify:track:0KmgJyW4GDgonqsoyx0CZ3;https://api.spotify.com/v1/tracks/0KmgJyW4GDgonqsoyx0CZ3;https://api.spotify.com/v1/audio-analysis/0KmgJyW4GDgonqsoyx0CZ3;243907;3
Always Gonna Love You;5wTt43UbS3HmDvzAJ7Yax3;Life Rolls On;Florida Georgia Line;72;2020;['contemporary country', 'country', 'country pop', 'country road', 'modern country rock'];0.543;0.723;6;-4.892;1;0.0499;0.165;0.0;0.11;0.428;143.028;audio_features;spotify:track:5wTt43UbS3HmDvzAJ7Yax3;https://api.spotify.com/v1/tracks/5wTt43UbS3HmDvzAJ7Yax3;https://api.spotify.com/v1/audio-analysis/5wTt43UbS3HmDvzAJ7Yax3;177027;4
Tell Me U Luv Me (with Trippie Redd);5JAYDuLRkODlVt6dgoalKk;Legends Never Die;Juice WRLD;74;2020;['chicago rap', 'melodic rap'];0.66;0.76;2;-5.726;1;0.0787;0.291;0.0;0.632;0.394;127.984;audio_features;spotify:track:5JAYDuLRkODlVt6dgoalKk;https://api.spotify.com/v1/tracks/5JAYDuLRkODlVt6dgoalKk;https://api.spotify.com/v1/audio-analysis/5JAYDuLRkODlVt6dgoalKk;180129;4
Honeypie;6FfLg6FFqhCsrFOaHIGkg0;For Abby;JAWNY;78;2020;['bedroom pop'];0.74;0.688;5;-4.361;0;0.0916;0.061;0.0;0.138;0.935;115.035;audio_features;spotify:track:6FfLg6FFqhCsrFOaHIGkg0;https://api.spotify.com/v1/tracks/6FfLg6FFqhCsrFOaHIGkg0;https://api.spotify.com/v1/audio-analysis/6FfLg6FFqhCsrFOaHIGkg0;135581;4
Drunk-Dazed;1wcr8DjnN59Awev8nnKpQ4;BORDER : CARNIVAL;ENHYPEN;81;2020;['k-pop boy group'];0.599;0.869;5;-5.174;0;0.0618;0.000707;0.0;0.0911;0.453;132.889;audio_features;spotify:track:1wcr8DjnN59Awev8nnKpQ4;https://api.spotify.com/v1/tracks/1wcr8DjnN59Awev8nnKpQ4;https://api.spotify.com/v1/audio-analysis/1wcr8DjnN59Awev8nnKpQ4;193260;4
Still Goin Down;096YtKWNRXdmYKFLelSBto;Still Goin Down;Morgan Wallen;71;2020;['contemporary country'];0.58;0.751;7;-5.078;1;0.0267;0.49;0.0;0.277;0.718;148.108;audio_features;spotify:track:096YtKWNRXdmYKFLelSBto;https://api.spotify.com/v1/tracks/096YtKWNRXdmYKFLelSBto;https://api.spotify.com/v1/audio-analysis/096YtKWNRXdmYKFLelSBto;186293;4
